,Node1,Node2,Score
0,"keyword(arg='mode', value=Str(s='w'))",Str(s='w'),0.11956521739130443
1,"BinOp(left=Name(id='q', ctx=Load()), op=Mod(), right=Num(n=2))",Mod(),0.11956521739130443
2,"Assign(targets=[Name(id='count', ctx=Store())], value=Num(n=1))",Num(n=1),0.10869565217391308
3,"Call(func=Name(id='range', ctx=Load()), args=[Name(id='A', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='range', ctx=Load())",0.10869565217391308
4,"Name(id='open', ctx=Load())",Load(),0.10869565217391308
5,"Name(id='Q', ctx=Load())",Load(),0.10869565217391308
6,"Attribute(value=Name(id='f', ctx=Load()), attr='close', ctx=Load())","Name(id='f', ctx=Load())",0.10869565217391308
7,"Tuple(elts=[Name(id='a', ctx=Store()), Name(id='b', ctx=Store())], ctx=Store())","Name(id='a', ctx=Store())",0.10869565217391308
8,"Attribute(value=Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None), attr='strip', ctx=Load())","Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)",0.10869565217391308
9,"Return(value=Name(id='count', ctx=Load()))","Name(id='count', ctx=Load())",0.10869565217391308
10,"Call(func=Name(id='int', ctx=Load()), args=[Call(func=Attribute(value=Name(id='stdin', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)], keywords=[], starargs=None, kwargs=None)","Call(func=Attribute(value=Name(id='stdin', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)",0.10869565217391308
11,"Call(func=Name(id='solve', ctx=Load()), args=[Name(id='A', ctx=Load()), Name(id='B', ctx=Load()), Name(id='K', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='K', ctx=Load())",0.10869565217391308
12,"Call(func=Name(id='str', ctx=Load()), args=[Name(id='result', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='result', ctx=Load())",0.10869565217391308
13,"Call(func=Name(id='int', ctx=Load()), args=[Name(id='x', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='int', ctx=Load())",0.10869565217391308
14,Return(value=Str(s='Volunteer cheated!')),Str(s='Volunteer cheated!'),0.10869565217391308
15,"Tuple(elts=[Name(id='a', ctx=Store()), Name(id='b', ctx=Store()), Name(id='k', ctx=Store())], ctx=Store())","Name(id='b', ctx=Store())",0.10869565217391308
16,"Name(id='False', ctx=Load())",Load(),0.10869565217391308
17,"Name(id='v', ctx=Load())",Load(),0.10869565217391308
18,"Name(id='l', ctx=Load())",Load(),0.10869565217391308
19,"arguments(args=[Name(id='f', ctx=Param())], vararg=None, kwarg=None, defaults=[])","Name(id='f', ctx=Param())",0.10869565217391308
20,"Name(id='f', ctx=Param())",Param(),0.10869565217391308
21,"Call(func=Name(id='str', ctx=Load()), args=[BinOp(left=Name(id='t', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None)","Name(id='str', ctx=Load())",0.10869565217391308
22,"Attribute(value=Name(id='sys', ctx=Load()), attr='argv', ctx=Load())","Name(id='sys', ctx=Load())",0.10869565217391308
23,"Name(id='word', ctx=Load())",Load(),0.10869565217391308
24,"Compare(left=Name(id='l', ctx=Load()), ops=[Eq()], comparators=[Num(n=0)])",Num(n=0),0.10869565217391308
25,"BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))","Name(id='i', ctx=Load())",0.10869565217391308
26,"Name(id='iter', ctx=Load())",Load(),0.10869565217391308
27,"Assign(targets=[Name(id='result', ctx=Store())], value=List(elts=[], ctx=Load()))","Name(id='result', ctx=Store())",0.10869565217391308
28,"Call(func=Name(id='gcd', ctx=Load()), args=[Name(id='p', ctx=Load()), Name(id='q', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='q', ctx=Load())",0.10869565217391308
29,"Call(func=Name(id='int', ctx=Load()), args=[Call(func=Name(id='raw_input', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)], keywords=[], starargs=None, kwargs=None)","Name(id='int', ctx=Load())",0.10869565217391308
30,"Name(id='xrange', ctx=Load())",Load(),0.10869565217391308
31,"Call(func=Name(id='solve', ctx=Load()), args=[Name(id='A', ctx=Load()), Name(id='B', ctx=Load()), Name(id='K', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='solve', ctx=Load())",0.10869565217391308
32,"Name(id='m', ctx=Load())",Load(),0.10869565217391308
33,"Expr(value=Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='close', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None))","Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='close', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)",0.10869565217391308
34,"Call(func=Name(id='len', ctx=Load()), args=[Name(id='l', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='l', ctx=Load())",0.10869565217391308
35,"Name(id='__author__', ctx=Store())",Store(),0.10869565217391308
36,"BinOp(left=Name(id='p', ctx=Load()), op=Mod(), right=Num(n=2))",Mod(),0.10869565217391308
37,"Call(func=Name(id='len', ctx=Load()), args=[Name(id='l', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='len', ctx=Load())",0.10869565217391308
38,"Tuple(elts=[Name(id='P', ctx=Store()), Name(id='Q', ctx=Store())], ctx=Store())","Name(id='P', ctx=Store())",0.09782608695652184
39,"BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))",Add(),0.09782608695652184
40,"BinOp(left=Name(id='q', ctx=Load()), op=Mod(), right=Num(n=2))","Name(id='q', ctx=Load())",0.09782608695652184
41,"Import(names=[alias(name='sys', asname=None)])","alias(name='sys', asname=None)",0.09782608695652184
42,"Call(func=Attribute(value=Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None), attr='strip', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)","Attribute(value=Call(func=Attribute(value=Name(id='f', ctx=Load()), attr='readline', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None), attr='strip', ctx=Load())",0.09782608695652184
43,"Attribute(value=Name(id='stdin', ctx=Load()), attr='readline', ctx=Load())","Name(id='stdin', ctx=Load())",0.09782608695652184
44,"Call(func=Name(id='xrange', ctx=Load()), args=[Num(n=1), BinOp(left=Name(id='T', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None)","Name(id='xrange', ctx=Load())",0.09782608695652184
45,Index(value=Num(n=1)),Num(n=1),0.09782608695652184
46,"Name(id='int', ctx=Load())",Load(),0.09782608695652184
47,"Name(id='n', ctx=Load())",Load(),0.09782608695652184
48,"Tuple(elts=[Name(id='P', ctx=Store()), Name(id='Q', ctx=Store())], ctx=Store())","Name(id='Q', ctx=Store())",0.09782608695652184
49,"Name(id='row', ctx=Store())",Store(),0.09782608695652184
50,"Name(id='input', ctx=Load())",Load(),0.09782608695652184
51,"Name(id='ss', ctx=Load())",Load(),0.09782608695652184
52,"Name(id='s', ctx=Store())",Store(),0.09782608695652184
53,"Name(id='temp', ctx=Load())",Load(),0.09782608695652184
54,"Call(func=Name(id='xrange', ctx=Load()), args=[Num(n=1), BinOp(left=Name(id='T', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None)",Num(n=1),0.09782608695652184
55,"Name(id='__name__', ctx=Load())",Load(),0.09782608695652184
56,"Assign(targets=[Name(id='N', ctx=Store())], value=Call(func=Name(id='int', ctx=Load()), args=[Call(func=Name(id='raw_input', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)], keywords=[], starargs=None, kwargs=None))","Name(id='N', ctx=Store())",0.09782608695652184
57,"Tuple(elts=[Name(id='A', ctx=Store()), Name(id='B', ctx=Store()), Name(id='K', ctx=Store())], ctx=Store())",Store(),0.09782608695652184
58,"Assign(targets=[Name(id='i', ctx=Store())], value=Num(n=0))","Name(id='i', ctx=Store())",0.09782608695652184
59,Return(value=Num(n=1)),Num(n=1),0.09782608695652184
60,"List(elts=[Name(id='A', ctx=Store()), Name(id='B', ctx=Store()), Name(id='K', ctx=Store())], ctx=Store())","Name(id='B', ctx=Store())",0.09782608695652173
61,"Compare(left=BinOp(left=Name(id='num', ctx=Load()), op=BitAnd(), right=BinOp(left=Name(id='num', ctx=Load()), op=Sub(), right=Num(n=1))), ops=[Eq()], comparators=[Num(n=0)])",Num(n=0),0.09782608695652173
62,"Tuple(elts=[Name(id='A', ctx=Store()), Name(id='B', ctx=Store()), Name(id='K', ctx=Store())], ctx=Store())","Name(id='K', ctx=Store())",0.09782608695652173
63,"Assign(targets=[Name(id='N', ctx=Store())], value=Call(func=Name(id='int', ctx=Load()), args=[Call(func=Name(id='raw_input', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)], keywords=[], starargs=None, kwargs=None))","Call(func=Name(id='int', ctx=Load()), args=[Call(func=Name(id='raw_input', ctx=Load()), args=[], keywords=[], starargs=None, kwargs=None)], keywords=[], starargs=None, kwargs=None)",0.09782608695652173
64,Return(value=Num(n=0)),Num(n=0),0.09782608695652173
65,"Name(id='gcd', ctx=Load())",Load(),0.09782608695652173
66,"Name(id='T', ctx=Store())",Store(),0.09782608695652173
67,"arguments(args=[Name(id='s', ctx=Param())], vararg=None, kwarg=None, defaults=[])","Name(id='s', ctx=Param())",0.09782608695652173
68,"Name(id='c', ctx=Load())",Load(),0.09782608695652173
69,"BinOp(left=BinOp(left=Str(s='Case #'), op=Add(), right=Call(func=Name(id='str', ctx=Load()), args=[BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None)), op=Add(), right=Str(s=': '))","BinOp(left=Str(s='Case #'), op=Add(), right=Call(func=Name(id='str', ctx=Load()), args=[BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None))",0.09782608695652173
70,"Attribute(value=Str(s='Case #{0}: {1}'), attr='format', ctx=Load())",Str(s='Case #{0}: {1}'),0.09782608695652173
71,"Assign(targets=[Name(id='strings', ctx=Store())], value=List(elts=[], ctx=Load()))","Name(id='strings', ctx=Store())",0.09782608695652173
72,"BoolOp(op=And(), values=[Compare(left=Name(id='num', ctx=Load()), ops=[NotEq()], comparators=[Num(n=0)]), Compare(left=BinOp(left=Name(id='num', ctx=Load()), op=BitAnd(), right=BinOp(left=Name(id='num', ctx=Load()), op=Sub(), right=Num(n=1))), ops=[Eq()], comparators=[Num(n=0)])])","Compare(left=Name(id='num', ctx=Load()), ops=[NotEq()], comparators=[Num(n=0)])",0.09782608695652173
73,"Tuple(elts=[Name(id='p', ctx=Store()), Name(id='q', ctx=Store())], ctx=Store())","Name(id='q', ctx=Store())",0.09782608695652173
74,"Name(id='impossible', ctx=Store())",Store(),0.09782608695652173
75,"BinOp(left=BinOp(left=Str(s='Case #'), op=Add(), right=Call(func=Name(id='str', ctx=Load()), args=[BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))], keywords=[], starargs=None, kwargs=None)), op=Add(), right=Str(s=': '))",Str(s=': '),0.09782608695652173
76,Return(value=Str(s='Fegla Won')),Str(s='Fegla Won'),0.09782608695652173
77,"Compare(left=Name(id='num', ctx=Load()), ops=[NotEq()], comparators=[Num(n=0)])","Name(id='num', ctx=Load())",0.09782608695652173
78,"Name(id='p', ctx=Param())",Param(),0.09782608695652173
79,"Index(value=Name(id='n', ctx=Load()))","Name(id='n', ctx=Load())",0.09782608695652173
80,"FunctionDef(name='is_power2', args=arguments(args=[Name(id='num', ctx=Param())], vararg=None, kwarg=None, defaults=[]), body=[Return(value=BoolOp(op=And(), values=[Compare(left=Name(id='num', ctx=Load()), ops=[NotEq()], comparators=[Num(n=0)]), Compare(left=BinOp(left=Name(id='num', ctx=Load()), op=BitAnd(), right=BinOp(left=Name(id='num', ctx=Load()), op=Sub(), right=Num(n=1))), ops=[Eq()], comparators=[Num(n=0)])]))], decorator_list=[])","Return(value=BoolOp(op=And(), values=[Compare(left=Name(id='num', ctx=Load()), ops=[NotEq()], comparators=[Num(n=0)]), Compare(left=BinOp(left=Name(id='num', ctx=Load()), op=BitAnd(), right=BinOp(left=Name(id='num', ctx=Load()), op=Sub(), right=Num(n=1))), ops=[Eq()], comparators=[Num(n=0)])]))",0.09782608695652173
81,"BinOp(left=Name(id='t', ctx=Load()), op=Add(), right=Num(n=1))","Name(id='t', ctx=Load())",0.09782608695652173
82,"Subscript(value=Name(id='l', ctx=Load()), slice=Index(value=Num(n=0)), ctx=Load())","Name(id='l', ctx=Load())",0.09782608695652173
83,"Name(id='len', ctx=Load())",Load(),0.09782608695652173
84,"AugAssign(target=Name(id='count', ctx=Store()), op=Add(), value=Num(n=1))",Add(),0.09782608695652173
85,"Compare(left=BinOp(left=Name(id='a', ctx=Load()), op=BitAnd(), right=Name(id='b', ctx=Load())), ops=[Lt()], comparators=[Name(id='K', ctx=Load())])",Lt(),0.09782608695652173
86,"Name(id='C', ctx=Store())",Store(),0.09782608695652173
87,"BinOp(left=Name(id='a', ctx=Load()), op=BitAnd(), right=Name(id='b', ctx=Load()))",BitAnd(),0.09782608695652173
88,"Name(id='Q', ctx=Store())",Store(),0.09782608695652173
89,"Attribute(value=Name(id='f', ctx=Load()), attr='readline', ctx=Load())",Load(),0.09782608695652173
90,"Name(id='q', ctx=Load())",Load(),0.09782608695652173
91,"Name(id='a', ctx=Param())",Param(),0.09782608695652173
92,"Call(func=Name(id='int', ctx=Load()), args=[Name(id='v', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='v', ctx=Load())",0.09782608695652173
93,"Attribute(value=Name(id='sys', ctx=Load()), attr='stdin', ctx=Load())","Name(id='sys', ctx=Load())",0.09782608695652173
94,"Tuple(elts=[Name(id='a', ctx=Store()), Name(id='b', ctx=Store()), Name(id='k', ctx=Store())], ctx=Store())","Name(id='a', ctx=Store())",0.09782608695652173
95,"Name(id='max', ctx=Load())",Load(),0.09782608695652173
96,"arguments(args=[Name(id='A', ctx=Param()), Name(id='B', ctx=Param()), Name(id='K', ctx=Param())], vararg=None, kwarg=None, defaults=[])","Name(id='K', ctx=Param())",0.09782608695652173
97,"BinOp(left=Name(id='i', ctx=Load()), op=Add(), right=Num(n=1))",Num(n=1),0.09782608695652173
98,"Compare(left=BinOp(left=Name(id='a', ctx=Load()), op=BitAnd(), right=Name(id='b', ctx=Load())), ops=[Lt()], comparators=[Name(id='K', ctx=Load())])","BinOp(left=Name(id='a', ctx=Load()), op=BitAnd(), right=Name(id='b', ctx=Load()))",0.09782608695652173
99,"Call(func=Name(id='xrange', ctx=Load()), args=[Name(id='b', ctx=Load())], keywords=[], starargs=None, kwargs=None)","Name(id='xrange', ctx=Load())",0.09782608695652173
100,"Compare(left=BinOp(left=Name(id='i', ctx=Load()), op=BitAnd(), right=Name(id='j', ctx=Load())), ops=[Lt()], comparators=[Name(id='K', ctx=Load())])",Lt(),0.09782608695652173
